transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,address,postcode,state,country,gender,job_title,job_industry_category,wealth_segment,Name,Month
2838,61,2544,2017-11-28,0.0,Approved,OHM Cycles,Standard,Low,High,71.16,440 Ronald Regan Pass,2261.0,New South Wales,Australia,Male,VP Marketing,Manufacturing,Mass Customer,Ellery Bowra,11
2839,11,719,2017-04-14,0.0,Approved,Giant Bicycles,Standard,High,High,1274.93,14254 Hallows Parkway,4615.0,Queensland,Australia,Male,Administrative Officer,Retail,Mass Customer,Pattin Weathey,4
2840,82,3245,2017-05-12,0.0,Approved,Giant Bicycles,Road,Medium,High,1538.99,623 Carberry Way,2145.0,New South Wales,Australia,Male,Graphic Designer,IT,High Net Worth,Wainwright Succamore,5
2841,9,1360,2017-07-02,1.0,Approved,OHM Cycles,Road,Medium,High,742.54,1450 Gulseth Park,3337.0,Victoria,Australia,Male,Design Engineer,Manufacturing,Mass Customer,Maurice Blas,7
2843,90,1506,2017-12-30,1.0,Approved,Norco Bicycles,Standard,Low,High,363.01,6 Canary Plaza,2223.0,New South Wales,Australia,Male,Unknown,Property,Mass Customer,Andonis Cochrane,12
2844,11,478,2017-12-27,1.0,Approved,Giant Bicycles,Standard,High,High,1274.93,84041 Holy Cross Circle,2142.0,New South Wales,Australia,Female,Chief Design Engineer,Unknown,Affluent Customer,Darcey Harberer,12
2845,64,1380,2017-04-20,0.0,Approved,Trek Bicycles,Standard,Medium,large,1469.44,29 Mallory Circle,3791.0,Victoria,Australia,Female,Financial Analyst,Financial Services,Mass Customer,Lavina Clavey,4
2846,0,2358,2017-11-16,1.0,Approved,Solex,Road,Medium,High,416.98,6 Graceland Court,4301.0,Queensland,Australia,Male,Senior Sales Associate,Retail,High Net Worth,Ave Peatt,11
2847,52,1433,2017-08-15,0.0,Approved,OHM Cycles,Road,Medium,High,1280.28,64 Everett Circle,2756.0,New South Wales,Australia,Female,Account Coordinator,IT,Mass Customer,Marya Szwandt,8
2848,57,3374,2017-06-17,0.0,Approved,WeareA2B,Touring,Medium,large,1890.39,000 Boyd Center,2160.0,New South Wales,Australia,Female,Sales Associate,Manufacturing,Mass Customer,Joann Corrigan,6
2849,83,1036,2017-02-10,0.0,Approved,Solex,Touring,Medium,large,2083.94,60601 Hoffman Court,2041.0,New South Wales,Australia,Female,Paralegal,Financial Services,Mass Customer,Randene Ingle,2
2850,37,39,2017-08-28,0.0,Approved,OHM Cycles,Standard,Low,High,1793.43,38726 Ilene Crossing,2212.0,New South Wales,Australia,Male,Assistant Media Planner,Entertainment,Mass Customer,Hunfredo Smalley,8
2851,24,1178,2017-10-12,1.0,Approved,Solex,Road,Medium,large,1777.8,0005 Independence Drive,2118.0,New South Wales,Australia,Male,Pharmacist,Health,Mass Customer,Angelo Byne,10
2852,92,89,2017-02-14,0.0,Approved,WeareA2B,Standard,Medium,small,1415.01,73042 Roth Crossing,2100.0,New South Wales,Australia,Male,Speech Pathologist,Health,Mass Customer,Benedicto Hoxey,2
2853,68,800,2017-08-18,0.0,Approved,OHM Cycles,Standard,Medium,High,1636.9,92344 Oakridge Drive,4873.0,Queensland,Australia,Male,Account Coordinator,Manufacturing,Mass Customer,Quint Popov,8
2854,63,1354,2017-10-17,0.0,Approved,Solex,Standard,Medium,High,1483.2,0 Ramsey Place,3444.0,Victoria,Australia,Female,Analyst Programmer,Financial Services,Affluent Customer,Karee Hyman,10
2855,89,1413,2017-06-30,0.0,Approved,WeareA2B,Touring,Medium,large,1362.99,967 Farmco Road,2880.0,New South Wales,Australia,Female,Administrative Assistant II,Financial Services,Mass Customer,Vi Lauga,6
2856,31,1429,2017-05-01,1.0,Approved,Giant Bicycles,Standard,Medium,High,230.91,3 Rigney Center,2794.0,New South Wales,Australia,Male,Legal Assistant,Health,Mass Customer,Dante Jikylls,5
2857,93,1345,2017-04-26,0.0,Approved,WeareA2B,Standard,Medium,High,1065.03,294 Lawn Junction,3677.0,Victoria,Australia,Male,Senior Sales Associate,Manufacturing,Mass Customer,Jeth Marien,4
2858,40,1637,2017-07-11,1.0,Approved,Trek Bicycles,Road,Medium,large,1894.19,60 Briar Crest Circle,2170.0,New South Wales,Australia,Male,Statistician II,Manufacturing,High Net Worth,Timothee Mervyn,7
2859,78,2438,2017-10-03,0.0,Approved,Giant Bicycles,Standard,Medium,large,1765.3,99739 Coolidge Crossing,2760.0,New South Wales,Australia,Female,Speech Pathologist,Manufacturing,Mass Customer,Lorianne Ethersey,10
2860,1,3215,2017-03-11,1.0,Approved,Giant Bicycles,Standard,Medium,High,1403.5,743 Karstens Point,2122.0,New South Wales,Australia,Male,General Manager,Unknown,Mass Customer,Wolfgang Raffles,3
2861,98,2442,2017-08-04,0.0,Approved,Trek Bicycles,Standard,High,High,358.39,336 Service Pass,2073.0,New South Wales,Australia,Male,Social Worker,Health,Affluent Customer,Odie Enrrico,8
2862,5,1336,2017-09-23,0.0,Approved,Trek Bicycles,Mountain,Low,High,574.64,833 Sherman Court,3810.0,Victoria,Australia,Male,Physical Therapy Assistant,Unknown,Mass Customer,Moise Inde,9
2863,91,3129,2017-05-11,1.0,Approved,WeareA2B,Standard,Low,High,642.31,0 Stephen Park,4702.0,Queensland,Australia,Female,Analog Circuit Design manager,Property,High Net Worth,Leola Mandrier,5
2864,32,3478,2017-09-24,0.0,Approved,Giant Bicycles,Standard,Medium,High,642.7,90 Westerfield Street,2880.0,New South Wales,Australia,Male,Quality Control Specialist,Health,Mass Customer,Hartwell Schach,9
2865,61,1367,2017-12-19,0.0,Approved,OHM Cycles,Standard,Low,High,71.16,5413 Harbort Terrace,3226.0,Victoria,Australia,Female,Internal Auditor,Retail,Mass Customer,Fredrika Danielkiewicz,12
2866,74,2562,2017-06-03,0.0,Approved,WeareA2B,Standard,Medium,High,1228.07,0 Truax Trail,3677.0,Victoria,Australia,Male,Internal Auditor,Retail,Mass Customer,Boonie Withams,6
2867,16,1554,2017-08-18,0.0,Approved,Norco Bicycles,Standard,High,small,1661.92,277 Maple Circle,2768.0,New South Wales,Australia,Male,Assistant Manager,Retail,Affluent Customer,Land Aarons,8
2868,38,2458,2017-05-20,0.0,Approved,Trek Bicycles,Standard,Medium,large,2091.47,6 Ryan Drive,2165.0,New South Wales,Australia,Female,Media Manager II,Manufacturing,High Net Worth,Leilah Liddel,5
2869,94,2121,2017-10-02,0.0,Approved,Giant Bicycles,Standard,Medium,large,1635.3,464 Bonner Place,3012.0,Victoria,Australia,Female,Nurse,Financial Services,Mass Customer,Clarita Jaqueminet,10
2870,38,2888,2017-04-24,1.0,Approved,Trek Bicycles,Standard,Medium,large,2091.47,5674 Superior Point,2528.0,New South Wales,Australia,Male,Project Manager,IT,High Net Worth,Hamel Crosser,4
2871,67,3334,2017-02-27,1.0,Approved,Norco Bicycles,Road,Medium,High,544.05,54 Hermina Road,2000.0,New South Wales,Australia,Female,VP Product Management,Health,Mass Customer,Koralle Winckles,2
2872,8,52,2017-04-22,0.0,Approved,Solex,Road,Medium,small,1703.52,9 Michigan Terrace,2145.0,New South Wales,Australia,Male,Unknown,Financial Services,Mass Customer,Curran Bentson,4
2873,41,781,2017-02-20,1.0,Approved,Solex,Road,Medium,High,416.98,3 Magdeline Terrace,2190.0,New South Wales,Australia,Male,Legal Assistant,Manufacturing,Mass Customer,Elvis O'Leagham,2
2874,83,1801,2017-06-30,0.0,Approved,Solex,Touring,Medium,large,2083.94,95465 Union Plaza,4055.0,Queensland,Australia,Male,Legal Assistant,Manufacturing,Affluent Customer,Bendix Olivella,6
2875,0,2012,2017-06-09,0.0,Approved,OHM Cycles,Standard,Medium,High,183.86,33 Del Mar Junction,2264.0,New South Wales,Australia,Female,Health Coach I,Health,High Net Worth,Maisey Lavell,6
2876,3,2454,2017-05-13,1.0,Approved,Trek Bicycles,Standard,Medium,large,2091.47,15 Shelley Hill,2164.0,New South Wales,Australia,Female,Senior Sales Associate,Property,Mass Customer,Gene Brome,5
2877,63,849,2017-08-24,0.0,Approved,Solex,Standard,Medium,High,1483.2,2661 Di Loreto Point,4701.0,Queensland,Australia,Male,Librarian,Entertainment,Mass Customer,Sylvan Capper,8
2878,23,799,2017-04-16,1.0,Approved,Norco Bicycles,Mountain,Low,small,688.63,572 Brown Circle,2756.0,New South Wales,Australia,Unknown,Programmer I,IT,Mass Customer,Harland Spilisy,4
2879,2,3071,2017-03-12,0.0,Approved,Solex,Standard,Medium,High,71.49,23384 Kings Drive,2261.0,New South Wales,Australia,Female,Assistant Media Planner,Entertainment,Mass Customer,Shirlee Murdoch,3
2880,76,2415,2017-09-06,1.0,Approved,WeareA2B,Standard,Low,High,642.31,6142 Grayhawk Lane,2298.0,New South Wales,Australia,Male,Web Designer II,Manufacturing,Mass Customer,Tanner Harp,9
2881,7,1585,2017-07-18,0.0,Approved,Trek Bicycles,Road,Low,High,980.37,70416 Becker Court,2099.0,New South Wales,Australia,Male,Pharmacist,Health,Mass Customer,Stillman Sackur,7
2882,79,1711,2017-08-13,0.0,Approved,Solex,Touring,Medium,large,2083.94,2 Dwight Point,4133.0,Queensland,Australia,Female,Unknown,Manufacturing,High Net Worth,Marie-jeanne Mattson,8
2883,32,1195,2017-12-01,0.0,Approved,Giant Bicycles,Standard,Medium,High,642.7,0 Northport Hill,3043.0,Victoria,Australia,Female,VP Marketing,Telecommunications,Mass Customer,Ally Folliott,12
2884,1,699,2017-11-05,1.0,Approved,Giant Bicycles,Standard,Medium,High,1403.5,37430 Merrick Center,2770.0,New South Wales,Australia,Female,Account Representative IV,IT,Affluent Customer,Mirabella Richter,11
2885,60,802,2017-08-02,1.0,Approved,Giant Bicycles,Standard,High,small,1977.36,845 Talisman Pass,4210.0,Queensland,Australia,Female,Financial Analyst,Financial Services,Mass Customer,Ailyn Carberry,8
2886,19,3088,2017-12-27,1.0,Approved,OHM Cycles,Road,High,large,12.01,5 Lotheville Parkway,2760.0,New South Wales,Australia,Male,Unknown,Retail,Affluent Customer,Hilarius Trenbey,12
2887,0,2770,2017-08-12,0.0,Approved,Norco Bicycles,Road,Medium,High,543.39,3 Buena Vista Crossing,2444.0,New South Wales,Australia,Male,VP Quality Control,Manufacturing,High Net Worth,Olvan Loadwick,8
2888,46,1980,2017-06-30,0.0,Approved,OHM Cycles,Standard,Low,High,1793.43,67125 Melody Place,2747.0,New South Wales,Australia,Male,Food Chemist,Health,High Net Worth,Kenneth Viall,6
2889,5,1012,2017-12-21,0.0,Approved,Giant Bicycles,Standard,High,High,1129.13,44594 5th Street,4220.0,Queensland,Australia,Female,Software Test Engineer III,Unknown,High Net Worth,Anna-diane Preddle,12
2890,58,3225,2017-03-05,1.0,Approved,OHM Cycles,Standard,Medium,High,912.52,5 Iowa Road,2154.0,New South Wales,Australia,Male,Chief Design Engineer,Health,Mass Customer,Durante Reddan,3
2891,48,2434,2017-07-08,0.0,Approved,WeareA2B,Standard,Medium,High,1762.96,1966 Glendale Avenue,4207.0,Queensland,Australia,Male,Environmental Specialist,Unknown,Affluent Customer,Lenci Soars,7
2892,2,2055,2017-04-22,1.0,Approved,Giant Bicycles,Road,Low,small,590.26,1786 Orin Street,2327.0,New South Wales,Australia,Male,Administrative Assistant III,Retail,High Net Worth,Harmon Bakster,4
2893,6,3126,2017-10-18,0.0,Approved,Solex,Standard,High,High,748.17,98 Grover Street,3048.0,Victoria,Australia,Male,Statistician IV,Financial Services,High Net Worth,Bondon Deeley,10
2894,36,1951,2017-06-06,0.0,Approved,Solex,Standard,Low,High,945.04,2 Manufacturers Parkway,3199.0,Victoria,Australia,Male,Health Coach II,Manufacturing,Mass Customer,Rockie MacCosty,6
2895,39,2062,2017-04-14,1.0,Approved,Giant Bicycles,Standard,Medium,large,1812.75,9 Roth Park,4104.0,Queensland,Australia,Male,Junior Executive,Retail,Mass Customer,Guillermo Kolakovic,4
2896,35,1771,2017-05-26,1.0,Approved,Trek Bicycles,Standard,Low,High,1057.51,410 Hoepker Pass,4123.0,Queensland,Australia,Female,Geological Engineer,Manufacturing,Mass Customer,Zarah Santello,5
2897,23,3221,2017-05-28,0.0,Approved,Norco Bicycles,Standard,Medium,High,1198.46,11 Crescent Oaks Junction,4055.0,Queensland,Australia,Female,Internal Auditor,Property,High Net Worth,Brigid Quigley,5
2898,79,2061,2017-06-24,1.0,Approved,Solex,Touring,Medium,large,2083.94,623 Melody Avenue,4500.0,Queensland,Australia,Female,Technical Writer,Manufacturing,High Net Worth,Loralyn ,6
2899,13,1944,2017-10-06,1.0,Approved,Solex,Standard,Medium,High,1577.53,9525 Johnson Place,3190.0,Victoria,Australia,Male,Programmer III,Argiculture,High Net Worth,Gregory Balchin,10
2900,65,1697,2017-03-14,0.0,Approved,WeareA2B,Standard,Medium,High,1807.45,9037 Norway Maple Junction,2087.0,New South Wales,Australia,Female,Occupational Therapist,Health,Mass Customer,Eddi Mansbridge,3
2901,59,2242,2017-01-26,1.0,Approved,Solex,Standard,Medium,large,1061.56,39179 Bayside Terrace,3148.0,Victoria,Australia,Female,VP Sales,Unknown,Mass Customer,Elsy Springell,1
2902,87,1597,2017-05-14,1.0,Approved,Giant Bicycles,Standard,High,High,1179.0,019 Derek Hill,2224.0,New South Wales,Australia,Male,Nurse Practicioner,Retail,Affluent Customer,Jeffry Slowly,5
2903,84,629,2017-03-08,1.0,Approved,Giant Bicycles,Road,Medium,High,792.9,64 Nelson Drive,4820.0,Queensland,Australia,Male,Chemical Engineer,Manufacturing,High Net Worth,Basil Brellin,3
2904,76,2061,2017-01-21,1.0,Approved,WeareA2B,Road,Low,small,1172.78,623 Melody Avenue,4500.0,Queensland,Australia,Female,Technical Writer,Manufacturing,High Net Worth,Loralyn ,1
2905,52,2062,2017-11-18,0.0,Approved,OHM Cycles,Road,Medium,High,1280.28,9 Roth Park,4104.0,Queensland,Australia,Male,Junior Executive,Retail,Mass Customer,Guillermo Kolakovic,11
2906,21,2746,2017-12-22,1.0,Approved,WeareA2B,Touring,Medium,High,1466.68,77 Golf Course Junction,3027.0,Victoria,Australia,Female,Actuary,Financial Services,High Net Worth,Carmelia Egle of Germany,12
2907,21,1656,2017-07-25,0.0,Approved,Solex,Standard,Medium,large,1071.23,58 Kipling Avenue,4560.0,Queensland,Australia,Male,Chief Design Engineer,Financial Services,Mass Customer,Constantin Rodrigues,7
2908,86,1722,2017-02-22,1.0,Approved,OHM Cycles,Standard,Medium,High,235.63,86 Menomonie Plaza,2290.0,New South Wales,Australia,Male,Cost Accountant,Financial Services,Mass Customer,Fritz Geare,2
2909,38,1664,2017-01-25,1.0,Approved,Solex,Standard,Medium,High,1577.53,9161 Macpherson Terrace,4680.0,Queensland,Australia,Male,Chemical Engineer,Manufacturing,Affluent Customer,Karlis Alner,1
2910,22,1122,2017-08-17,1.0,Approved,WeareA2B,Standard,Medium,High,60.34,4079 Lindbergh Center,3021.0,Victoria,Australia,Female,Unknown,Unknown,Mass Customer,Gerladina Carney,8
2911,81,850,2017-02-24,0.0,Approved,Norco Bicycles,Standard,Medium,small,586.45,036 Kedzie Terrace,2163.0,New South Wales,Australia,Male,Clinical Specialist,Health,Mass Customer,Nevin Hanfrey,2
2912,18,2347,2017-10-04,1.0,Approved,Norco Bicycles,Standard,High,High,1148.64,1081 Laurel Park,2049.0,New South Wales,Australia,Female,Programmer Analyst I,Unknown,High Net Worth,L;urette Annott,10
2913,5,1396,2017-04-06,1.0,Approved,Trek Bicycles,Mountain,Low,High,574.64,8108 Clyde Gallagher Crossing,3756.0,Victoria,Australia,Male,Cost Accountant,Financial Services,Mass Customer,Sinclair Melonby,4
2914,10,3391,2017-02-10,1.0,Approved,WeareA2B,Touring,Medium,High,1466.68,312 Swallow Place,3021.0,Victoria,Australia,Male,Unknown,Manufacturing,Mass Customer,Terrel Kreuzer,2
2915,1,1546,2017-09-18,0.0,Approved,Giant Bicycles,Standard,Medium,High,1403.5,2 Eastwood Street,2153.0,New South Wales,Australia,Female,Compensation Analyst,Financial Services,Mass Customer,Natalya Moscone,9
2916,40,2465,2017-08-24,1.0,Approved,OHM Cycles,Standard,High,High,1458.17,0 Moulton Plaza,2761.0,New South Wales,Australia,Female,Senior Editor,Unknown,Mass Customer,Paloma Nilles,8
2917,90,2072,2017-11-29,1.0,Approved,Norco Bicycles,Standard,Low,High,363.01,692 Leroy Parkway,3043.0,Victoria,Australia,Female,Environmental Specialist,Financial Services,Mass Customer,Margie Tillyer,11
2918,35,299,2017-07-02,0.0,Approved,Trek Bicycles,Standard,Low,High,1057.51,95 Almo Junction,2173.0,New South Wales,Australia,Female,Budget/Accounting Analyst I,Financial Services,Mass Customer,Corabelle Hartnell,7
2919,81,1912,2017-04-23,0.0,Approved,Solex,Standard,Medium,High,1151.96,3 Roth Place,2449.0,New South Wales,Australia,Male,Account Coordinator,Manufacturing,High Net Worth,Hall Grouer,4
2920,34,2179,2017-01-07,0.0,Approved,Norco Bicycles,Road,High,large,774.53,966 Emmet Trail,3015.0,Victoria,Australia,Male,Desktop Support Technician,Manufacturing,Mass Customer,Benson cornhill,1
2921,1,1329,2017-02-14,0.0,Approved,Giant Bicycles,Standard,Medium,High,1403.5,9985 Barnett Circle,3940.0,Victoria,Australia,Female,Database Administrator IV,Unknown,Mass Customer,Wendy Randlesome,2
2922,67,414,2017-01-09,0.0,Approved,Solex,Standard,Medium,large,1071.23,84549 Jenifer Crossing,2570.0,New South Wales,Australia,Male,Social Worker,Health,High Net Worth,Thorin Grimoldby,1
2923,48,1606,2017-11-10,1.0,Approved,WeareA2B,Standard,Medium,High,1762.96,658 Northfield Junction,3023.0,Victoria,Australia,Female,Environmental Specialist,Unknown,Affluent Customer,Shayne Ellesworthe,11
2924,58,2189,2017-07-08,1.0,Approved,OHM Cycles,Road,Medium,High,1280.28,63123 Merry Alley,4500.0,Queensland,Australia,Male,Safety Technician II,Financial Services,High Net Worth,Thedric ,7
2925,0,1480,2017-11-16,1.0,Approved,Solex,Standard,Medium,High,478.16,4 Oriole Hill,2340.0,New South Wales,Australia,Female,Legal Assistant,Unknown,High Net Worth,Bird Diess,11
2926,22,1783,2017-11-11,1.0,Approved,WeareA2B,Standard,Medium,High,60.34,7389 Union Place,2745.0,New South Wales,Australia,Male,Unknown,Retail,Mass Customer,Brett McCalister,11
2927,35,3198,2017-09-20,1.0,Approved,Trek Bicycles,Standard,Low,High,1057.51,05600 Lien Plaza,3796.0,Victoria,Australia,Male,Media Manager III,Manufacturing,Mass Customer,Dur Knappen,9
2928,41,2330,2017-10-23,0.0,Approved,Solex,Road,Medium,High,416.98,83 American Ash Drive,2261.0,New South Wales,Australia,Female,Account Coordinator,Property,Mass Customer,Claresta Bonnor,10
2929,65,1615,2017-02-15,1.0,Approved,WeareA2B,Standard,Medium,High,1807.45,24 Fuller Lane,3183.0,Victoria,Australia,Female,Unknown,Entertainment,Mass Customer,Evvie Crack,2
2930,92,2131,2017-09-20,0.0,Approved,WeareA2B,Standard,Medium,small,1415.01,686 Rusk Parkway,2566.0,New South Wales,Australia,Female,Payment Adjustment Coordinator,Unknown,Mass Customer,Nettle Painter,9
2931,17,1905,2017-12-20,0.0,Approved,Solex,Standard,High,High,1024.66,83975 Rowland Place,2166.0,New South Wales,Australia,Female,Help Desk Technician,Manufacturing,Affluent Customer,Corabelle ,12
2932,37,21,2017-08-17,1.0,Approved,OHM Cycles,Standard,Low,High,1793.43,18 Jenna Center,2650.0,New South Wales,Australia,Male,Safety Technician I,Manufacturing,Affluent Customer,Mile Cammocke,8
2933,26,238,2017-09-14,0.0,Approved,WeareA2B,Standard,Medium,High,1992.93,6159 Katie Street,2750.0,New South Wales,Australia,Male,Programmer III,Unknown,Mass Customer,Max Bilborough,9
2934,57,673,2017-12-28,0.0,Approved,WeareA2B,Touring,Medium,large,1890.39,2836 Morning Drive,2304.0,New South Wales,Australia,Male,VP Sales,Health,Mass Customer,Artie Ommanney,12
2935,0,1910,2017-09-06,1.0,Approved,OHM Cycles,Standard,Low,High,71.16,07273 Sundown Trail,2358.0,New South Wales,Australia,Female,Systems Administrator I,Property,High Net Worth,Yovonnda Warrior,9
2936,88,1581,2017-11-24,1.0,Approved,Norco Bicycles,Standard,Medium,High,1198.46,45314 Pepper Wood Junction,2251.0,New South Wales,Australia,Female,Recruiter,Argiculture,Mass Customer,Melessa Delyth,11
2937,54,1665,2017-07-23,1.0,Approved,WeareA2B,Standard,Medium,High,1292.84,816 Gale Pass,2261.0,New South Wales,Australia,Male,Quality Engineer,Telecommunications,Mass Customer,Witty Lauthian,7
2938,63,3315,2017-09-29,1.0,Approved,Solex,Standard,Medium,High,1483.2,6 North Court,3862.0,Victoria,Australia,Female,Account Executive,Property,Mass Customer,Ninnette Pandey,9
2939,59,2455,2017-08-10,0.0,Approved,Solex,Standard,Medium,large,1061.56,1556 Sheridan Hill,4165.0,Queensland,Australia,Female,Unknown,Manufacturing,Mass Customer,Kathe Heatlie,8
2940,0,395,2017-04-02,1.0,Approved,Trek Bicycles,Road,Medium,High,533.51,3 Valley Edge Trail,3444.0,Victoria,Australia,Male,Data Coordiator,Retail,High Net Worth,Penn Burkinshaw,4
2941,75,115,2017-12-16,1.0,Approved,Giant Bicycles,Touring,Medium,large,1873.97,8194 Sachtjen Drive,3844.0,Victoria,Australia,Male,Account Executive,Health,Mass Customer,Alberik Mereweather,12
2942,51,2717,2017-07-04,1.0,Approved,OHM Cycles,Standard,High,High,2005.66,6994 Hanson Place,2580.0,New South Wales,Australia,Male,Registered Nurse,Health,Mass Customer,Frederic McGown,7
2943,0,820,2017-01-06,0.0,Approved,OHM Cycles,Standard,Low,High,71.16,58047 Westport Road,2040.0,New South Wales,Australia,Female,Unknown,Financial Services,High Net Worth,Cecilia Chipchase,1
2944,80,2849,2017-06-22,0.0,Approved,Trek Bicycles,Standard,Medium,large,1469.44,5 Golf Course Street,2300.0,New South Wales,Australia,Male,Unknown,Unknown,High Net Worth,Palm Bartoszek,6
2945,0,3465,2017-10-19,0.0,Approved,OHM Cycles,Standard,High,High,227.88,6221 Monica Plaza,2095.0,New South Wales,Australia,Female,Chemical Engineer,Manufacturing,High Net Worth,Hadria Pizer,10
2946,9,3375,2017-01-25,1.0,Approved,Norco Bicycles,Standard,Medium,small,1216.14,2782 Stephen Trail,2216.0,New South Wales,Australia,Male,Accounting Assistant I,Financial Services,High Net Worth,Thorsten Gregon,1
2947,70,1136,2017-07-16,1.0,Approved,Norco Bicycles,Road,Medium,High,1036.59,92 Melvin Hill,2147.0,New South Wales,Australia,Male,Executive Secretary,Property,High Net Worth,Ivan Blackhall,7
2949,3,93,2017-08-26,1.0,Approved,Trek Bicycles,Standard,Medium,large,2091.47,2 Mcbride Road,3070.0,Victoria,Australia,Male,Project Manager,Retail,Mass Customer,Gordon Gowar,8
2950,30,447,2017-12-30,0.0,Approved,Solex,Standard,High,High,748.17,93 Jana Junction,2213.0,New South Wales,Australia,Female,Help Desk Technician,Argiculture,Mass Customer,Brittany Peasey,12
2951,30,986,2017-10-16,1.0,Approved,Solex,Standard,High,High,748.17,82 Shasta Drive,4825.0,Queensland,Australia,Male,Office Assistant I,Manufacturing,Mass Customer,Barnard Stranks,10
2952,80,1140,2017-08-24,1.0,Approved,OHM Cycles,Touring,Low,High,1073.07,8587 Graceland Way,2206.0,New South Wales,Australia,Female,Executive Secretary,Unknown,Mass Customer,Deana Rathbourne,8
2953,0,1410,2017-10-31,1.0,Approved,Norco Bicycles,Road,Medium,High,543.39,4370 Haas Trail,2870.0,New South Wales,Australia,Female,Marketing Manager,Retail,High Net Worth,Althea Macvey,10
2954,5,795,2017-09-05,0.0,Approved,Giant Bicycles,Standard,High,High,1129.13,866 Rockefeller Junction,2171.0,New South Wales,Australia,Female,Environmental Tech,Financial Services,High Net Worth,Cassy Awdry,9
2955,97,3172,2017-10-23,1.0,Approved,Solex,Standard,Medium,large,202.62,2346 Dawn Terrace,4655.0,Queensland,Australia,Female,Unknown,Retail,Affluent Customer,Marje Kennewell,10
2956,54,1506,2017-09-05,0.0,Approved,WeareA2B,Standard,Medium,High,1292.84,6 Canary Plaza,2223.0,New South Wales,Australia,Male,Unknown,Property,Mass Customer,Andonis Cochrane,9
2957,0,1912,2017-11-22,0.0,Approved,OHM Cycles,Road,High,large,12.01,3 Roth Place,2449.0,New South Wales,Australia,Male,Account Coordinator,Manufacturing,High Net Worth,Hall Grouer,11
2958,1,1764,2017-03-30,0.0,Approved,Giant Bicycles,Standard,Medium,High,1403.5,12860 Warner Court,3129.0,Victoria,Australia,Female,Desktop Support Technician,Unknown,Mass Customer,Zaria Van der Krui,3
2959,23,180,2017-12-19,1.0,Approved,Norco Bicycles,Mountain,Low,small,688.63,216 Barnett Junction,4120.0,Queensland,Australia,Female,Web Designer III,Argiculture,Affluent Customer,Trisha Neasham,12
2960,95,864,2017-09-08,1.0,Approved,OHM Cycles,Touring,Low,High,1073.07,48 Bobwhite Crossing,4122.0,Queensland,Australia,Male,Unknown,Retail,High Net Worth,Regen Nares,9
2961,3,1308,2017-08-15,0.0,Approved,Trek Bicycles,Standard,Medium,large,2091.47,32 Vidon Point,4118.0,Queensland,Australia,Male,Analog Circuit Design manager,Unknown,Affluent Customer,Andrey Conre,8
2962,77,348,2017-01-15,1.0,Approved,Norco Bicycles,Road,Medium,large,1240.31,7633 Mayer Plaza,2768.0,New South Wales,Australia,Male,Assistant Professor,Retail,Mass Customer,Gan Devoy,1
2963,66,74,2017-10-16,1.0,Approved,Giant Bicycles,Road,Low,small,590.26,33055 Menomonie Parkway,4133.0,Queensland,Australia,Female,Unknown,Unknown,Mass Customer,Pansy Kiddie,10
2964,40,2471,2017-11-09,0.0,Approved,OHM Cycles,Standard,High,High,1458.17,77 Armistice Alley,2208.0,New South Wales,Australia,Male,Geological Engineer,Manufacturing,Mass Customer,Noland Bresland,11
2965,17,2311,2017-10-25,1.0,Approved,Solex,Standard,High,High,1024.66,01268 Stuart Hill,2145.0,New South Wales,Australia,Female,Design Engineer,Health,Mass Customer,Addi ,10
2966,1,1372,2017-10-22,1.0,Approved,Giant Bicycles,Standard,Medium,High,1403.5,6 Forster Crossing,3198.0,Victoria,Australia,Male,Computer Systems Analyst III,Manufacturing,Affluent Customer,Rockie Wheldon,10
2967,0,308,2017-05-18,1.0,Approved,OHM Cycles,Standard,Medium,High,235.63,5982 Mosinee Avenue,3340.0,Victoria,Australia,Male,Database Administrator I,IT,High Net Worth,Iver Dobsons,5
2968,70,509,2017-10-02,1.0,Approved,Trek Bicycles,Standard,High,High,495.72,9 Bayside Hill,4123.0,Queensland,Australia,Male,Developer II,Financial Services,Affluent Customer,Tobe Vamplew,10
2969,45,424,2017-02-08,1.0,Approved,Trek Bicycles,Road,Low,High,980.37,3 Annamark Avenue,3150.0,Victoria,Australia,Male,Research Nurse,Health,High Net Worth,Dennie Eunson,2
2970,70,2226,2017-09-15,1.0,Approved,Trek Bicycles,Standard,High,High,495.72,1 Basil Street,4037.0,Queensland,Australia,Female,Biostatistician II,Entertainment,Mass Customer,Hedvig Flatt,9
2971,50,1125,2017-07-02,1.0,Approved,WeareA2B,Standard,Medium,small,175.89,0182 Esker Center,2759.0,New South Wales,Australia,Male,Software Test Engineer III,IT,Affluent Customer,Raff Everley,7
2972,75,1933,2017-02-04,0.0,Approved,Giant Bicycles,Touring,Medium,large,1873.97,7202 Prairieview Court,2221.0,New South Wales,Australia,Male,Automation Specialist I,Manufacturing,Affluent Customer,Ephraim Fulep,2
2973,4,2174,2017-02-11,0.0,Approved,Solex,Standard,Medium,High,1483.2,5890 Comanche Trail,3429.0,Victoria,Australia,Male,Account Executive,Argiculture,High Net Worth,Rock Vickerstaff,2
